country,year,percentage,average across the years,median
Central African Republic,1992,46.7,46.6,46.4
Central African Republic,1991,46.9,46.6,46.4
Central African Republic,1990,47.0,46.6,46.4
Central African Republic,1989,47.0,46.6,46.4
Central African Republic,1988,46.9,46.6,46.4
Central African Republic,1987,46.9,46.6,46.4
Central African Republic,1986,47.0,46.6,46.4
Central African Republic,1985,46.9,46.6,46.4
Chad,2006,46.8,46.0,45.7
Chad,2005,46.7,46.0,45.7
Chad,2004,46.6,46.0,45.7
Chad,2003,47.1,46.0,45.7
Chad,2002,46.4,46.0,45.7
Chad,2001,46.2,46.0,45.7
Chad,2000,45.9,46.0,45.7
Chad,1999,46.0,46.0,45.7
Chad,1998,46.1,46.0,45.7
Chad,1997,45.8,46.0,45.7
Chad,1996,45.7,46.0,45.7
Chad,1995,45.7,46.0,45.7
Chad,1994,45.6,46.0,45.7
Chad,1993,45.6,46.0,45.7
Chad,1992,46.2,46.0,45.7
Chad,1991,45.9,46.0,45.7
Chad,1990,45.7,46.0,45.7
Chad,1989,45.9,46.0,45.7
Chad,1988,45.8,46.0,45.7
Chad,1987,45.4,46.0,45.7
Chad,1986,45.5,46.0,45.7
Chad,1985,45.6,46.0,45.7
Chile,2006,35.5,32.3,32.3
Chile,2005,35.1,32.3,32.3
Chile,2004,34.7,32.3,32.3
Chile,2003,34.4,32.3,32.3
Chile,2002,33.5,32.3,32.3
Chile,2001,33.3,32.3,32.3
Chile,2000,33.4,32.3,32.3
Chile,1999,33.5,32.3,32.3
Chile,1998,33.3,32.3,32.3
Chile,1997,32.9,32.3,32.3
Chile,1996,32.3,32.3,32.3
Chile,1995,31.9,32.3,32.3
Chile,1994,32.3,32.3,32.3
Chile,1993,32.3,32.3,32.3
Chile,1992,31.5,32.3,32.3
Chile,1991,30.4,32.3,32.3
Chile,1990,30.5,32.3,32.3
Chile,1989,30.3,32.3,32.3
Chile,1988,30.2,32.3,32.3
Chile,1987,29.8,32.3,32.3
Chile,1986,29.5,32.3,32.3
Chile,1985,29.4,32.3,32.3
China,2006,44.3,44.6,44.7
China,2005,44.4,44.6,44.7
China,2004,44.4,44.6,44.7
China,2003,44.5,44.6,44.7
China,2002,44.5,44.6,44.7
China,2001,44.6,44.6,44.7
China,2000,44.6,44.6,44.7
China,1999,44.7,44.6,44.7
China,1998,44.7,44.6,44.7
China,1997,44.7,44.6,44.7
China,1996,44.7,44.6,44.7
China,1995,44.8,44.6,44.7
China,1994,44.8,44.6,44.7
China,1993,44.8,44.6,44.7
China,1992,44.8,44.6,44.7
China,1991,44.8,44.6,44.7
China,1990,44.8,44.6,44.7
China,1989,44.7,44.6,44.7
China,1988,44.5,44.6,44.7
China,1987,44.4,44.6,44.7
China,1986,44.2,44.6,44.7
China,1985,44.0,44.6,44.7
Colombia,2006,44.9,39.7,40.3
Colombia,2005,44.6,39.7,40.3
Colombia,2004,44.2,39.7,40.3
Colombia,2003,43.8,39.7,40.3
Colombia,2002,43.4,39.7,40.3
Colombia,2001,43.0,39.7,40.3
Colombia,2000,42.5,39.7,40.3
Colombia,1999,42.1,39.7,40.3
Colombia,1998,41.3,39.7,40.3
Colombia,1997,40.8,39.7,40.3
Colombia,1996,40.3,39.7,40.3
Colombia,1995,39.8,39.7,40.3
Colombia,1994,39.3,39.7,40.3
Colombia,1993,38.9,39.7,40.3
Colombia,1992,38.3,39.7,40.3
Colombia,1991,37.9,39.7,40.3
Colombia,1990,37.0,39.7,40.3
Colombia,1989,36.0,39.7,40.3
Colombia,1988,35.1,39.7,40.3
Colombia,1987,34.1,39.7,40.3
Colombia,1986,33.1,39.7,40.3
Colombia,1985,32.0,39.7,40.3
Comoros,2006,40.0,41.5,41.3
Comoros,2005,40.0,41.5,41.3
Comoros,2004,40.3,41.5,41.3
Comoros,2003,40.0,41.5,41.3
Comoros,2002,40.2,41.5,41.3
Comoros,2001,40.4,41.5,41.3
Comoros,2000,40.4,41.5,41.3
Comoros,1999,40.6,41.5,41.3
Comoros,1998,41.1,41.5,41.3
Comoros,1997,41.4,41.5,41.3
Comoros,1996,41.3,41.5,41.3
Comoros,1995,41.6,41.5,41.3
Comoros,1994,41.6,41.5,41.3
Comoros,1993,41.9,41.5,41.3
Comoros,1992,42.3,41.5,41.3
Comoros,1991,42.6,41.5,41.3
Comoros,1990,42.8,41.5,41.3
Comoros,1989,42.6,41.5,41.3
Comoros,1988,42.8,41.5,41.3
Comoros,1987,43.1,41.5,41.3
Comoros,1986,43.4,41.5,41.3
Comoros,1985,42.9,41.5,41.3
Congo,2006,40.1,41.0,40.8
Congo,2005,40.2,41.0,40.8
Congo,2004,40.3,41.0,40.8
Congo,2003,40.5,41.0,40.8
Congo,2002,40.6,41.0,40.8
Congo,2001,40.6,41.0,40.8
Congo,2000,40.6,41.0,40.8
Congo,1999,40.7,41.0,40.8
Congo,1998,40.7,41.0,40.8
Congo,1997,41.5,41.0,40.8
Congo,1996,40.8,41.0,40.8
Congo,1995,40.9,41.0,40.8
Congo,1994,40.9,41.0,40.8
Congo,1993,40.9,41.0,40.8
Congo,1992,40.9,41.0,40.8
Congo,1991,41.2,41.0,40.8
Congo,1990,41.3,41.0,40.8
Congo,1989,41.6,41.0,40.8
Congo,1988,41.6,41.0,40.8
Congo,1987,41.7,41.0,40.8
Congo,1986,41.7,41.0,40.8
Congo,1985,41.7,41.0,40.8
Congo Dem. Rep.,2006,41.4,41.5,41.9
Congo Dem. Rep.,2005,41.4,41.5,41.9
Congo Dem. Rep.,2004,41.4,41.5,41.9
Congo Dem. Rep.,2003,41.3,41.5,41.9
Congo Dem. Rep.,2002,41.4,41.5,41.9
Congo Dem. Rep.,2001,41.5,41.5,41.9
Congo Dem. Rep.,2000,41.4,41.5,41.9
Congo Dem. Rep.,1999,41.5,41.5,41.9
Congo Dem. Rep.,1998,41.5,41.5,41.9
Congo Dem. Rep.,1997,41.5,41.5,41.9
Congo Dem. Rep.,1996,41.9,41.5,41.9
Congo Dem. Rep.,1995,41.9,41.5,41.9
Congo Dem. Rep.,1994,41.4,41.5,41.9
Congo Dem. Rep.,1993,41.5,41.5,41.9
Congo Dem. Rep.,1992,41.5,41.5,41.9
Congo Dem. Rep.,1991,41.5,41.5,41.9
Congo Dem. Rep.,1990,41.6,41.5,41.9
Congo Dem. Rep.,1989,41.6,41.5,41.9
Congo Dem. Rep.,1988,41.6,41.5,41.9
Congo Dem. Rep.,1987,41.4,41.5,41.9
Congo Dem. Rep.,1986,41.5,41.5,41.9
Congo Dem. Rep.,1985,41.7,41.5,41.9
Costa Rica,2006,35.8,30.1,29.0
Costa Rica,2005,35.1,30.1,29.0
Costa Rica,2004,34.5,30.1,29.0
Costa Rica,2003,33.5,30.1,29.0
Costa Rica,2002,33.5,30.1,29.0
Costa Rica,2001,33.6,30.1,29.0
Costa Rica,2000,30.9,30.1,29.0
Costa Rica,1999,31.6,30.1,29.0
Costa Rica,1998,31.6,30.1,29.0
Costa Rica,1997,30.4,30.1,29.0
Costa Rica,1996,29.0,30.1,29.0
Costa Rica,1995,29.5,30.1,29.0
Costa Rica,1994,29.2,30.1,29.0
Costa Rica,1993,28.6,30.1,29.0
Costa Rica,1992,28.3,30.1,29.0
Costa Rica,1991,28.3,30.1,29.0
Costa Rica,1990,27.6,30.1,29.0
Costa Rica,1989,27.2,30.1,29.0
Costa Rica,1988,27.0,30.1,29.0
Costa Rica,1987,26.0,30.1,29.0
Costa Rica,1986,25.3,30.1,29.0
Costa Rica,1985,24.8,30.1,29.0
Côte d’Ivoire,2006,29.3,29.6,29.9
Côte d’Ivoire,2005,29.3,29.6,29.9
Côte d’Ivoire,2004,29.4,29.6,29.9
Côte d’Ivoire,2003,29.0,29.6,29.9
Côte d’Ivoire,2002,29.1,29.6,29.9
Côte d’Ivoire,2001,29.1,29.6,29.9
Côte d’Ivoire,2000,29.2,29.6,29.9
Côte d’Ivoire,1999,29.4,29.6,29.9
Côte d’Ivoire,1998,29.6,29.6,29.9
Côte d’Ivoire,1997,29.7,29.6,29.9
Côte d’Ivoire,1996,29.9,29.6,29.9
Côte d’Ivoire,1995,30.0,29.6,29.9
Côte d’Ivoire,1994,29.9,29.6,29.9
Côte d’Ivoire,1993,30.0,29.6,29.9
Côte d’Ivoire,1992,29.9,29.6,29.9
Côte d’Ivoire,1991,30.0,29.6,29.9
Côte d’Ivoire,1990,30.0,29.6,29.9
Côte d’Ivoire,1989,29.9,29.6,29.9
Côte d’Ivoire,1988,29.8,29.6,29.9
Côte d’Ivoire,1987,29.7,29.6,29.9
Côte d’Ivoire,1986,29.6,29.6,29.9
Côte d’Ivoire,1985,29.6,29.6,29.9
Croatia,2006,45.2,43.3,43.6
Croatia,2005,45.0,43.3,43.6
Croatia,2004,44.8,43.3,43.6
Croatia,2003,44.6,43.3,43.6
Croatia,2002,44.5,43.3,43.6
Croatia,2001,44.4,43.3,43.6
Croatia,2000,44.2,43.3,43.6
Croatia,1999,44.1,43.3,43.6
Croatia,1998,43.9,43.3,43.6
Croatia,1997,43.8,43.3,43.6
Croatia,1996,43.6,43.3,43.6
Croatia,1995,43.4,43.3,43.6
Croatia,1994,43.2,43.3,43.6
Croatia,1993,43.0,43.3,43.6
Croatia,1992,42.8,43.3,43.6
Croatia,1991,42.5,43.3,43.6
Croatia,1990,42.1,43.3,43.6
Croatia,1989,41.8,43.3,43.6
Croatia,1988,41.6,43.3,43.6
Croatia,1987,41.5,43.3,43.6
Croatia,1986,41.3,43.3,43.6
Croatia,1985,41.1,43.3,43.6
Cuba,2006,37.6,35.5,35.7
Cuba,2005,37.5,35.5,35.7
Cuba,2004,37.3,35.5,35.7
Cuba,2003,36.6,35.5,35.7
Cuba,2002,36.7,35.5,35.7
Cuba,2001,36.7,35.5,35.7
Cuba,2000,36.9,35.5,35.7
Cuba,1999,36.6,35.5,35.7
Cuba,1998,36.3,35.5,35.7
Cuba,1997,35.9,35.5,35.7
Cuba,1996,35.7,35.5,35.7
Cuba,1995,35.5,35.5,35.7
Cuba,1994,35.2,35.5,35.7
Cuba,1993,35.0,35.5,35.7
Cuba,1992,34.9,35.5,35.7
Cuba,1991,34.8,35.5,35.7
Cuba,1990,34.6,35.5,35.7
Cuba,1989,34.2,35.5,35.7
Cuba,1988,33.8,35.5,35.7
Cuba,1987,33.3,35.5,35.7
Cuba,1986,32.7,35.5,35.7
Cuba,1985,32.2,35.5,35.7
Cyprus,2006,45.6,40.0,38.7
Cyprus,2005,45.2,40.0,38.7
Cyprus,2004,44.6,40.0,38.7
Cyprus,2003,44.0,40.0,38.7
Cyprus,2002,43.3,40.0,38.7
Cyprus,2001,42.5,40.0,38.7
Cyprus,2000,41.4,40.0,38.7
Cyprus,1999,40.7,40.0,38.7
Cyprus,1998,40.1,40.0,38.7
Cyprus,1997,39.4,40.0,38.7
Cyprus,1996,38.7,40.0,38.7
Cyprus,1995,38.3,40.0,38.7
Cyprus,1994,38.5,40.0,38.7
Cyprus,1993,38.4,40.0,38.7
Cyprus,1992,38.5,40.0,38.7
Cyprus,1991,38.0,40.0,38.7
Cyprus,1990,37.7,40.0,38.7
Cyprus,1989,37.5,40.0,38.7
Cyprus,1988,37.0,40.0,38.7
Cyprus,1987,36.9,40.0,38.7
Cyprus,1986,36.6,40.0,38.7
Cyprus,1985,36.4,40.0,38.7
Czech Republic,2006,45.3,45.4,44.0
Czech Republic,2005,45.0,45.4,44.0
Czech Republic,2004,44.8,45.4,44.0
Czech Republic,2003,44.2,45.4,44.0
Czech Republic,2002,44.1,45.4,44.0
Czech Republic,2001,44.3,45.4,44.0
Czech Republic,2000,44.3,45.4,44.0
Czech Republic,1999,44.3,45.4,44.0
Czech Republic,1998,44.2,45.4,44.0
Czech Republic,1997,44.0,45.4,44.0
Czech Republic,1996,44.0,45.4,44.0
Czech Republic,1995,44.2,45.4,44.0
Czech Republic,1994,44.4,45.4,44.0
Czech Republic,1993,44.4,45.4,44.0
Czech Republic,1992,45.8,45.4,44.0
Czech Republic,1991,46.9,45.4,44.0
Czech Republic,1990,47.5,45.4,44.0
Czech Republic,1989,47.5,45.4,44.0
Czech Republic,1988,47.4,45.4,44.0
Czech Republic,1987,47.3,45.4,44.0
Czech Republic,1986,47.3,45.4,44.0
Czech Republic,1985,47.3,45.4,44.0
Denmark,2006,46.9,46.2,45.4
Denmark,2005,46.9,46.2,45.4
Denmark,2004,46.7,46.2,45.4
Denmark,2003,46.4,46.2,45.4
Denmark,2002,46.5,46.2,45.4
Denmark,2001,46.7,46.2,45.4
Denmark,2000,46.6,46.2,45.4
Denmark,1999,46.2,46.2,45.4
Denmark,1998,46.3,46.2,45.4
Denmark,1997,45.5,46.2,45.4
Denmark,1996,45.4,46.2,45.4
Denmark,1995,45.3,46.2,45.4
Denmark,1994,45.8,46.2,45.4
Denmark,1993,46.8,46.2,45.4
Denmark,1992,46.7,46.2,45.4
Denmark,1991,46.5,46.2,45.4
Denmark,1990,46.1,46.2,45.4
Denmark,1989,45.7,46.2,45.4
Denmark,1988,45.7,46.2,45.4
Denmark,1987,46.2,46.2,45.4
Denmark,1986,45.9,46.2,45.4
Denmark,1985,45.7,46.2,45.4
Djibouti,2006,39.4,40.2,40.2
Djibouti,2005,39.3,40.2,40.2
Djibouti,2004,39.4,40.2,40.2
Djibouti,2003,39.4,40.2,40.2
Djibouti,2002,39.7,40.2,40.2
Djibouti,2001,39.6,40.2,40.2
Djibouti,2000,39.8,40.2,40.2
Djibouti,1999,39.8,40.2,40.2
Djibouti,1998,39.9,40.2,40.2
Djibouti,1997,40.2,40.2,40.2
Djibouti,1996,40.2,40.2,40.2
Djibouti,1995,40.7,40.2,40.2
Djibouti,1994,40.9,40.2,40.2
Djibouti,1993,40.7,40.2,40.2
Djibouti,1992,40.8,40.2,40.2
Djibouti,1991,40.9,40.2,40.2
Djibouti,1990,40.8,40.2,40.2
Djibouti,1989,40.7,40.2,40.2
Djibouti,1988,40.8,40.2,40.2
Djibouti,1987,40.9,40.2,40.2
Djibouti,1986,40.5,40.2,40.2
Djibouti,1985,41.0,40.2,40.2
Dominican Republic,2006,36.6,31.9,31.9
Dominican Republic,2005,36.1,31.9,31.9
Dominican Republic,2004,35.5,31.9,31.9
Dominican Republic,2003,34.4,31.9,31.9
Dominican Republic,2002,34.4,31.9,31.9
Dominican Republic,2001,34.1,31.9,31.9
Dominican Republic,2000,33.9,31.9,31.9
Dominican Republic,1999,33.5,31.9,31.9
Dominican Republic,1998,33.0,31.9,31.9
Dominican Republic,1997,32.4,31.9,31.9
Dominican Republic,1996,31.9,31.9,31.9
Dominican Republic,1995,31.5,31.9,31.9
Dominican Republic,1994,31.2,31.9,31.9
Dominican Republic,1993,31.0,31.9,31.9
Dominican Republic,1992,30.5,31.9,31.9
Dominican Republic,1991,30.1,31.9,31.9
Dominican Republic,1990,29.6,31.9,31.9
Dominican Republic,1989,29.2,31.9,31.9
Dominican Republic,1988,28.7,31.9,31.9
Dominican Republic,1987,28.2,31.9,31.9
Dominican Republic,1986,27.8,31.9,31.9
Dominican Republic,1985,27.3,31.9,31.9
Ecuador,2006,42.9,34.6,37.6
Ecuador,2005,42.4,34.6,37.6
Ecuador,2004,41.9,34.6,37.6
Ecuador,2003,40.0,34.6,37.6
Ecuador,2002,39.6,34.6,37.6
Ecuador,2001,41.3,34.6,37.6
Ecuador,2000,40.5,34.6,37.6
Ecuador,1999,39.6,34.6,37.6
Ecuador,1998,38.8,34.6,37.6
Ecuador,1997,37.6,34.6,37.6
Ecuador,1996,37.6,34.6,37.6
Ecuador,1995,36.0,34.6,37.6
Ecuador,1994,34.4,34.6,37.6
Ecuador,1993,32.8,34.6,37.6
Ecuador,1992,31.1,34.6,37.6
Ecuador,1991,29.4,34.6,37.6
Ecuador,1990,27.8,34.6,37.6
Ecuador,1989,27.0,34.6,37.6
Ecuador,1988,26.3,34.6,37.6
Ecuador,1987,25.6,34.6,37.6
Ecuador,1986,24.9,34.6,37.6
Ecuador,1985,24.2,34.6,37.6
Egypt,2006,21.8,23.2,22.2
Egypt,2005,21.8,23.2,22.2
Egypt,2004,21.8,23.2,22.2
Egypt,2003,22.7,23.2,22.2
Egypt,2002,22.5,23.2,22.2
Egypt,2001,22.2,23.2,22.2
Egypt,2000,21.8,23.2,22.2
Egypt,1999,21.6,23.2,22.2
Egypt,1998,21.1,23.2,22.2
Egypt,1997,21.7,23.2,22.2
Egypt,1996,22.2,23.2,22.2
Egypt,1995,22.8,23.2,22.2
Egypt,1994,23.6,23.2,22.2
Egypt,1993,23.2,23.2,22.2
Egypt,1992,22.8,23.2,22.2
Egypt,1991,23.4,23.2,22.2
Egypt,1990,26.4,23.2,22.2
Egypt,1989,28.4,23.2,22.2
Egypt,1988,27.0,23.2,22.2
Egypt,1987,25.5,23.2,22.2
Egypt,1986,24.1,23.2,22.2
Egypt,1985,23.0,23.2,22.2
El Salvador,2006,40.8,38.3,35.6
El Salvador,2005,40.3,38.3,35.6
El Salvador,2004,39.7,38.3,35.6
El Salvador,2003,38.5,38.3,35.6
El Salvador,2002,38.4,38.3,35.6
El Salvador,2001,38.2,38.3,35.6
El Salvador,2000,38.1,38.3,35.6
El Salvador,1999,38.0,38.3,35.6
El Salvador,1998,37.6,38.3,35.6
El Salvador,1997,35.8,38.3,35.6
El Salvador,1996,35.6,38.3,35.6
El Salvador,1995,35.8,38.3,35.6
El Salvador,1994,36.7,38.3,35.6
El Salvador,1993,36.0,38.3,35.6
El Salvador,1992,34.9,38.3,35.6
El Salvador,1991,41.2,38.3,35.6
El Salvador,1990,41.2,38.3,35.6
El Salvador,1989,40.5,38.3,35.6
El Salvador,1988,39.8,38.3,35.6
El Salvador,1987,39.1,38.3,35.6
El Salvador,1986,38.4,38.3,35.6
El Salvador,1985,37.6,38.3,35.6
Equatorial Guinea,2006,37.1,36.1,36.1
Equatorial Guinea,2005,36.5,36.1,36.1
Equatorial Guinea,2004,37.0,36.1,36.1
Equatorial Guinea,2003,36.4,36.1,36.1
Equatorial Guinea,2002,36.8,36.1,36.1
Equatorial Guinea,2001,36.5,36.1,36.1
Equatorial Guinea,2000,36.8,36.1,36.1
Equatorial Guinea,1999,36.5,36.1,36.1
Equatorial Guinea,1998,36.1,36.1,36.1
Equatorial Guinea,1997,36.0,36.1,36.1
Equatorial Guinea,1996,36.1,36.1,36.1
Equatorial Guinea,1995,35.7,36.1,36.1
Equatorial Guinea,1994,35.8,36.1,36.1
Equatorial Guinea,1993,35.8,36.1,36.1
Equatorial Guinea,1992,36.1,36.1,36.1
Equatorial Guinea,1991,35.7,36.1,36.1
Equatorial Guinea,1990,35.5,36.1,36.1
Equatorial Guinea,1989,35.6,36.1,36.1
Equatorial Guinea,1988,35.3,36.1,36.1
Equatorial Guinea,1987,35.6,36.1,36.1
Equatorial Guinea,1986,35.2,36.1,36.1
Equatorial Guinea,1985,35.0,36.1,36.1
Eritrea,2006,41.1,41.7,42.1
Eritrea,2005,41.2,41.7,42.1
Eritrea,2004,41.2,41.7,42.1
Eritrea,2003,41.3,41.7,42.1
Eritrea,2002,41.3,41.7,42.1
Eritrea,2001,41.5,41.7,42.1
Eritrea,2000,41.5,41.7,42.1
Eritrea,1999,41.7,41.7,42.1
Eritrea,1998,41.9,41.7,42.1
Eritrea,1997,42.0,41.7,42.1
Eritrea,1996,42.1,41.7,42.1
Eritrea,1995,42.1,41.7,42.1
Eritrea,1994,42.0,41.7,42.1
Eritrea,1993,42.0,41.7,42.1
Eritrea,1992,41.9,41.7,42.1
Eritrea,1991,41.9,41.7,42.1
Eritrea,1990,41.8,41.7,42.1
Eritrea,1989,41.8,41.7,42.1
Eritrea,1988,41.8,41.7,42.1
Eritrea,1987,42.0,41.7,42.1
Eritrea,1986,42.0,41.7,42.1
Eritrea,1985,42.0,41.7,42.1
Estonia,2006,49.3,49.3,48.5
Estonia,2005,49.4,49.3,48.5
Estonia,2004,49.3,49.3,48.5
Estonia,2003,49.4,49.3,48.5
Estonia,2002,49.3,49.3,48.5
Estonia,2001,49.1,49.3,48.5
Estonia,2000,48.7,49.3,48.5
Estonia,1999,48.7,49.3,48.5
Estonia,1998,48.5,49.3,48.5
Estonia,1997,48.7,49.3,48.5
Estonia,1996,48.5,49.3,48.5
Estonia,1995,48.3,49.3,48.5
Estonia,1994,48.7,49.3,48.5
Estonia,1993,49.0,49.3,48.5
Estonia,1992,49.3,49.3,48.5
Estonia,1991,49.6,49.3,48.5
Estonia,1990,49.8,49.3,48.5
Estonia,1989,49.9,49.3,48.5
Estonia,1988,49.9,49.3,48.5
Estonia,1987,49.9,49.3,48.5
Estonia,1986,50.2,49.3,48.5
Estonia,1985,50.3,49.3,48.5
Ethiopia,2006,44.9,44.9,45.0
Ethiopia,2005,44.9,44.9,45.0
Ethiopia,2004,44.9,44.9,45.0
Ethiopia,2003,44.7,44.9,45.0
Ethiopia,2002,44.9,44.9,45.0
Ethiopia,2001,45.0,44.9,45.0
Ethiopia,2000,44.9,44.9,45.0
Ethiopia,1999,44.9,44.9,45.0
Ethiopia,1998,44.9,44.9,45.0
Ethiopia,1997,45.0,44.9,45.0
Ethiopia,1996,45.0,44.9,45.0
Ethiopia,1995,44.9,44.9,45.0
Ethiopia,1994,44.8,44.9,45.0
Ethiopia,1993,44.8,44.9,45.0
Ethiopia,1992,44.6,44.9,45.0
Ethiopia,1991,44.7,44.9,45.0
Ethiopia,1990,44.9,44.9,45.0
Ethiopia,1989,44.9,44.9,45.0
Ethiopia,1988,44.9,44.9,45.0
Ethiopia,1987,45.0,44.9,45.0
Ethiopia,1986,44.8,44.9,45.0
Ethiopia,1985,44.7,44.9,45.0
Fiji,2006,38.8,38.0,37.7
Fiji,2005,38.5,38.0,37.7
Fiji,2004,38.5,38.0,37.7
Fiji,2003,37.6,38.0,37.7
Fiji,2002,37.9,38.0,37.7
Fiji,2001,37.9,38.0,37.7
Fiji,2000,38.1,38.0,37.7
Fiji,1999,38.1,38.0,37.7
Fiji,1998,38.0,38.0,37.7
Fiji,1997,38.0,38.0,37.7
Fiji,1996,37.7,38.0,37.7
Fiji,1995,37.7,38.0,37.7
Fiji,1994,37.5,38.0,37.7
Fiji,1993,37.6,38.0,37.7
Fiji,1992,37.7,38.0,37.7
Fiji,1991,37.4,38.0,37.7
Fiji,1990,37.7,38.0,37.7
Fiji,1989,37.7,38.0,37.7
Fiji,1988,38.3,38.0,37.7
Fiji,1987,38.4,38.0,37.7
Fiji,1986,38.7,38.0,37.7
Fiji,1985,39.0,38.0,37.7
Finland,2006,47.9,47.5,47.3
Finland,2005,47.9,47.5,47.3
Finland,2004,47.9,47.5,47.3
Finland,2003,48.0,47.5,47.3
Finland,2002,48.1,47.5,47.3
Finland,2001,47.8,47.5,47.3
Finland,2000,47.7,47.5,47.3
Finland,1999,47.7,47.5,47.3
Finland,1998,47.4,47.5,47.3
Finland,1997,47.4,47.5,47.3
Finland,1996,47.3,47.5,47.3
Finland,1995,47.2,47.5,47.3
Finland,1994,47.2,47.5,47.3
Finland,1993,47.3,47.5,47.3
Finland,1992,47.4,47.5,47.3
Finland,1991,47.4,47.5,47.3
Finland,1990,47.3,47.5,47.3
Finland,1989,47.4,47.5,47.3
Finland,1988,47.4,47.5,47.3
Finland,1987,47.2,47.5,47.3
Finland,1986,47.3,47.5,47.3
Finland,1985,47.6,47.5,47.3
France,2006,46.1,44.4,44.8
France,2005,45.9,44.4,44.8
France,2004,45.8,44.4,44.8
France,2003,45.7,44.4,44.8
France,2002,45.5,44.4,44.8
France,2001,45.4,44.4,44.8
France,2000,45.4,44.4,44.8
France,1999,45.2,44.4,44.8
France,1998,45.1,44.4,44.8
France,1997,44.8,44.4,44.8
France,1996,44.8,44.4,44.8
France,1995,44.8,44.4,44.8
France,1994,44.5,44.4,44.8
France,1993,44.3,44.4,44.8
France,1992,43.9,44.4,44.8
France,1991,43.6,44.4,44.8
France,1990,43.2,44.4,44.8
France,1989,43.0,44.4,44.8
France,1988,42.7,44.4,44.8
France,1987,42.5,44.4,44.8
France,1986,42.2,44.4,44.8
France,1985,41.8,44.4,44.8
French Guiana,2006,46.6,43.8,43.8
French Guiana,2005,47.1,43.8,43.8
French Guiana,2004,45.8,43.8,43.8
French Guiana,2003,46.3,43.8,43.8
French Guiana,2002,46.2,43.8,43.8
French Guiana,2001,44.7,43.8,43.8
French Guiana,2000,45.2,43.8,43.8
French Guiana,1999,45.1,43.8,43.8
French Guiana,1998,45.6,43.8,43.8
French Guiana,1997,43.9,43.8,43.8
French Guiana,1996,43.8,43.8,43.8
French Guiana,1995,43.5,43.8,43.8
French Guiana,1994,43.3,43.8,43.8
French Guiana,1993,43.1,43.8,43.8
French Guiana,1992,42.9,43.8,43.8
French Guiana,1991,42.6,43.8,43.8
French Guiana,1990,42.3,43.8,43.8
French Guiana,1989,42.0,43.8,43.8
French Guiana,1988,41.7,43.8,43.8
French Guiana,1987,42.2,43.8,43.8
French Guiana,1986,39.5,43.8,43.8
French Guiana,1985,40.0,43.8,43.8
French Polynesia,2006,37.7,37.3,37.0
French Polynesia,2005,37.8,37.3,37.0
French Polynesia,2004,38.5,37.3,37.0
French Polynesia,2003,38.3,37.3,37.0
French Polynesia,2002,38.5,37.3,37.0
French Polynesia,2001,38.2,37.3,37.0
French Polynesia,2000,37.4,37.3,37.0
French Polynesia,1999,38.1,37.3,37.0
French Polynesia,1998,37.9,37.3,37.0
French Polynesia,1997,37.2,37.3,37.0
French Polynesia,1996,37.0,37.3,37.0
French Polynesia,1995,37.1,37.3,37.0
French Polynesia,1994,37.9,37.3,37.0
French Polynesia,1993,37.6,37.3,37.0
French Polynesia,1992,37.3,37.3,37.0
French Polynesia,1991,37.5,37.3,37.0
French Polynesia,1990,37.2,37.3,37.0
French Polynesia,1989,36.8,37.3,37.0
French Polynesia,1988,36.5,37.3,37.0
French Polynesia,1987,36.6,37.3,37.0
French Polynesia,1986,36.2,37.3,37.0
French Polynesia,1985,34.3,37.3,37.0
Gabon,2006,42.8,43.5,43.9
Gabon,2005,42.9,43.5,43.9
Gabon,2004,43.0,43.5,43.9
Gabon,2003,42.7,43.5,43.9
Gabon,2002,43.0,43.5,43.9
Gabon,2001,43.2,43.5,43.9
Gabon,2000,43.3,43.5,43.9
Gabon,1999,43.4,43.5,43.9
Gabon,1998,43.8,43.5,43.9
Gabon,1997,43.9,43.5,43.9
Gabon,1996,43.9,43.5,43.9
Gabon,1995,43.9,43.5,43.9
Gabon,1994,43.9,43.5,43.9
Gabon,1993,43.8,43.5,43.9
Gabon,1992,43.8,43.5,43.9
Gabon,1991,43.9,43.5,43.9
Gabon,1990,43.8,43.5,43.9
Gabon,1989,43.6,43.5,43.9
Gabon,1988,43.5,43.5,43.9
Gabon,1987,43.1,43.5,43.9
Gabon,1986,43.5,43.5,43.9
Gabon,1985,43.4,43.5,43.9
Gambia The,2006,40.9,41.8,41.5
Gambia The,2005,41.0,41.8,41.5
Gambia The,2004,41.0,41.8,41.5
Gambia The,2003,40.9,41.8,41.5
Gambia The,2002,40.8,41.8,41.5
Gambia The,2001,41.1,41.8,41.5
Gambia The,2000,41.3,41.8,41.5
Gambia The,1999,41.4,41.8,41.5
Gambia The,1998,41.5,41.8,41.5
Gambia The,1997,41.4,41.8,41.5
Gambia The,1996,41.5,41.8,41.5
Gambia The,1995,41.7,41.8,41.5
Gambia The,1994,41.9,41.8,41.5
Gambia The,1993,42.0,41.8,41.5
Gambia The,1992,42.3,41.8,41.5
Gambia The,1991,42.3,41.8,41.5
Gambia The,1990,42.7,41.8,41.5
Gambia The,1989,42.6,41.8,41.5
Gambia The,1988,42.3,41.8,41.5
Gambia The,1987,42.4,41.8,41.5
Gambia The,1986,43.0,41.8,41.5
Gambia The,1985,42.6,41.8,41.5
Georgia,2006,43.0,48.9,49.6
